🌍HNGD,#genre#
CCTV-2财经,http://119.117.154.23:4022/rtp/232.0.0.135:1234
CCTV-3综艺,http://119.117.154.23:4022/rtp/232.0.0.170:1234
CCTV-4国际,http://119.117.154.23:4022/rtp/232.0.0.201:1234
CCTV-5体育,http://119.117.154.23:4022/rtp/232.0.0.171:1234
CCTV-6电影,http://119.117.154.23:4022/rtp/232.0.0.172:1234
CCTV-7国防军事,http://119.117.154.23:4022/rtp/232.0.0.136:1234
CCTV-8电视剧,http://119.117.154.23:4022/rtp/232.0.0.173:1234
CCTV-9纪录,http://119.117.154.23:4022/rtp/232.0.0.137:1234
CCTV-10科教,http://119.117.154.23:4022/rtp/232.0.0.138:1234
CCTV-11戏曲,http://119.117.154.23:4022/rtp/232.0.0.178:1234
CCTV-12社会与法,http://119.117.154.23:4022/rtp/232.0.0.139:1234
CCTV-13新闻,http://119.117.154.23:4022/rtp/232.0.0.15:1234
CCTV-14少儿,http://119.117.154.23:4022/rtp/232.0.0.140:1234
CCTV-15音乐,http://119.117.154.23:4022/rtp/232.0.0.179:1234
CCTV-16奥林匹克,http://119.117.154.23:4022/rtp/232.0.0.182:1234
CCTV-17高清,http://119.117.154.23:4022/rtp/232.0.0.230:1234
CCTV5+体育赛事,http://119.117.154.23:4022/rtp/232.0.0.93:1234
CGTN-英语新闻,http://119.117.154.23:4022/rtp/232.0.0.188:1234
CGTN-纪录(国际版),http://119.117.154.23:4022/rtp/232.0.0.198:1234
CGTN-俄语国际,http://119.117.154.23:4022/rtp/232.0.0.28:1234
CGTN-西班牙语国际,http://119.117.154.23:4022/rtp/232.0.0.6:1234
CGTN-阿拉伯语国际,http://119.117.154.23:4022/rtp/232.0.0.43:1234
CGTN-法语国际,http://119.117.154.23:4022/rtp/232.0.0.8:1234
移动电视,http://119.117.154.23:4022/rtp/232.0.0.165:1234
沈阳新闻综合,http://119.117.154.23:4022/rtp/232.0.0.206:1234
CCTV中视购物,http://119.117.154.23:4022/rtp/232.0.0.202:1234
北京卫视,http://119.117.154.23:4022/rtp/232.0.0.117:1234
天津卫视,http://119.117.154.23:4022/rtp/232.0.0.125:1234
上海东方卫视,http://119.117.154.23:4022/rtp/232.0.0.122:1234
浙江卫视,http://119.117.154.23:4022/rtp/232.0.0.123:1234
江苏卫视,http://119.117.154.23:4022/rtp/232.0.0.116:1234
安徽卫视,http://119.117.154.23:4022/rtp/232.0.0.141:1234
湖南卫视,http://119.117.154.23:4022/rtp/232.0.0.115:1234
贵州卫视,http://119.117.154.23:4022/rtp/232.0.0.181:1234
山东卫视,http://119.117.154.23:4022/rtp/232.0.0.131:1234
山西卫视,http://119.117.154.23:4022/rtp/232.0.0.86:1234
广东卫视,http://119.117.154.23:4022/rtp/232.0.0.130:1234
广西卫视,http://119.117.154.23:4022/rtp/232.0.0.76:1234
湖北卫视,http://119.117.154.23:4022/rtp/232.0.0.124:1234
江西卫视,http://119.117.154.23:4022/rtp/232.0.0.82:1234
河北卫视,http://119.117.154.23:4022/rtp/232.0.0.49:1234
河南卫视,http://119.117.154.23:4022/rtp/232.0.0.80:1234
四川卫视,http://119.117.154.23:4022/rtp/232.0.0.185:1234
重庆卫视,http://119.117.154.23:4022/rtp/232.0.0.186:1234
福建东南卫视,http://119.117.154.23:4022/rtp/232.0.0.74:1234
海南卫视,http://119.117.154.23:4022/rtp/232.0.0.26:1234
青海卫视,http://119.117.154.23:4022/rtp/232.0.0.101:1234
云南卫视,http://119.117.154.23:4022/rtp/232.0.0.40:1234
陕西卫视,http://119.117.154.23:4022/rtp/232.0.0.35:1234
内蒙古卫视,http://119.117.154.23:4022/rtp/232.0.0.111:1234
宁夏卫视,http://119.117.154.23:4022/rtp/232.0.0.34:1234
吉林卫视,http://119.117.154.23:4022/rtp/232.0.0.180:1234
新疆卫视,http://119.117.154.23:4022/rtp/232.0.0.18:1234
甘肃卫视,http://119.117.154.23:4022/rtp/232.0.0.50:1234
西藏卫视,http://119.117.154.23:4022/rtp/232.0.0.114:1234
黑龙江卫视,http://119.117.154.23:4022/rtp/232.0.0.95:1234
深圳卫视,http://119.117.154.23:4022/rtp/232.0.0.110:1234
厦门卫视,http://119.117.154.23:4022/rtp/232.0.0.160:1234
中国教育1,http://119.117.154.23:4022/rtp/232.0.0.212:1234
CETV2,http://119.117.154.23:4022/rtp/232.0.0.238:1234
CETV4,http://119.117.154.23:4022/rtp/232.0.0.239:1234
山东教育卫视,http://119.117.154.23:4022/rtp/232.0.0.169:1234
兵团卫视,http://119.117.154.23:4022/rtp/232.0.0.67:1234
延边卫视,http://119.117.154.23:4022/rtp/232.0.0.161:1234
金鹰卡通,http://119.117.154.23:4022/rtp/232.0.0.90:1234
炫动卡通,http://119.117.154.23:4022/rtp/232.0.0.103:1234
优漫卡通,http://119.117.154.23:4022/rtp/232.0.0.159:1234
嘉佳卡通,http://119.117.154.23:4022/rtp/232.0.0.157:1234
卡酷少儿,http://119.117.154.23:4022/rtp/232.0.0.57:1234
金鹰纪实,http://119.117.154.23:4022/rtp/232.0.0.163:1234
北京冬奥纪实,http://119.117.154.23:4022/rtp/232.0.0.162:1234
上海纪实,http://119.117.154.23:4022/rtp/232.0.0.132:1234
CCTV-4欧洲,http://119.117.154.23:4022/rtp/232.0.0.53:1234
CCTV-4美洲,http://119.117.154.23:4022/rtp/232.0.0.59:1234
西藏卫视（藏语）,http://119.117.154.23:4022/rtp/232.0.0.104:1234
安多藏语综合,http://119.117.154.23:4022/rtp/232.0.0.105:1234
康巴藏语综合,http://119.117.154.23:4022/rtp/232.0.0.109:1234
电视指南,http://119.117.154.23:4022/rtp/232.0.0.91:1234
证券服务,http://119.117.154.23:4022/rtp/232.0.0.152:1234
新动漫,http://119.117.154.23:4022/rtp/232.0.0.65:1234
家庭理财,http://119.117.154.23:4022/rtp/232.0.0.19:1234
网络棋牌,http://119.117.154.23:4022/rtp/232.0.0.64:1234
第一剧场,http://119.117.154.23:4022/rtp/232.0.0.29:1234
怀旧剧场,http://119.117.154.23:4022/rtp/232.0.0.38:1234
风云剧场,http://119.117.154.23:4022/rtp/232.0.0.45:1234
风云足球,http://119.117.154.23:4022/rtp/232.0.0.52:1234
风云音乐,http://119.117.154.23:4022/rtp/232.0.0.47:1234
央视台球,http://119.117.154.23:4022/rtp/232.0.0.60:1234
央视文化精品,http://119.117.154.23:4022/rtp/232.0.0.56:1234
世界地理,http://119.117.154.23:4022/rtp/232.0.0.63:1234
兵器科技,http://119.117.154.23:4022/rtp/232.0.0.58:1234
女性时尚,http://119.117.154.23:4022/rtp/232.0.0.51:1234
游戏竞技,http://119.117.154.23:4022/rtp/232.0.0.112:1234
电子体育,http://119.117.154.23:4022/rtp/232.0.0.24:1234
4K欢笑剧场,http://119.117.154.23:4022/rtp/232.0.0.98:1234
生活时尚,http://119.117.154.23:4022/rtp/232.0.0.107:1234
乐游,http://119.117.154.23:4022/rtp/232.0.0.108:1234
游戏风云,http://119.117.154.23:4022/rtp/232.0.0.127:1234
动漫秀场,http://119.117.154.23:4022/rtp/232.0.0.128:1234
金色学堂,http://119.117.154.23:4022/rtp/232.0.0.133:1234
法治天地,http://119.117.154.23:4022/rtp/232.0.0.134:1234
都市剧场,http://119.117.154.23:4022/rtp/232.0.0.149:1234
精选,http://119.117.154.23:4022/rtp/232.0.0.102:1234
IPTV足球,http://119.117.154.23:4022/rtp/232.0.0.213:1234
爱生活,http://119.117.154.23:4022/rtp/232.0.0.148:1234
IPTV3(轮播),http://119.117.154.23:4022/rtp/232.0.0.118:1234
IPTV5(轮播),http://119.117.154.23:4022/rtp/232.0.0.119:1234
爱上4K,http://119.117.154.23:4022/rtp/232.0.0.187:1234
谍战剧场,http://119.117.154.23:4022/rtp/232.0.0.203:1234
地理,http://119.117.154.23:4022/rtp/232.0.0.197:1234
怀旧电影,http://119.117.154.23:4022/rtp/232.0.0.48:1234
劲爆电影,http://119.117.154.23:4022/rtp/232.0.0.155:1234
党员教育,http://119.117.154.23:4022/rtp/232.0.0.129:1234
抚顺综合,http://119.117.154.23:4022/rtp/232.0.0.143:1234
抚顺教育,http://119.117.154.23:4022/rtp/232.0.0.145:1234
大洼综合,http://119.117.154.23:4022/rtp/232.0.0.146:1234
盘锦新闻,http://119.117.154.23:4022/rtp/232.0.0.148:1234
辽河新闻综合,http://119.117.154.23:4022/rtp/232.0.0.214:1234
辽河文化生活,http://119.117.154.23:4022/rtp/232.0.0.215:1234

















历届春晚,#genre#
1983年,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
1984年,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
1985年,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
1986年,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
1987年,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
1988年,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTJfNDAzMDAxOTlfNjYyNzMyNjkxNjBfMF8z_b_B8c835b83a92d25bde81ba22c5cd9521e.mp4
1989年,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
1991年,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjI2MTVfNDAzMDAxOTlfNjYyNzYwNjUxNjVfMF8z_b_B8feb7b85888678d71bf37a259c6850f6.mp4
1992年,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
1993年,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4
1994年,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
1995年,https://txmov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
1996年,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
1997年,https://txmov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
1998年,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
1999年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
2000年,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
2001年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4
2002年,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
2003年,https://txmov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
2004年,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
2005年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4
2006年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
2007年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
2008年,https://txmov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzNTNfMF8z_b_Bd7346962e61bd7b84e11a1fa6e4616f9.mp4
2009年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
2010年,https://txmov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4
2011年,https://txmov2.a.kwimgs.com/upic/2023/01/16/11/BMjAyMzAxMTYxMTA3MjFfNDAzMDAxOTlfOTM3MjcyMjA3ODhfMF8z_b_B8214200efc869dc6fcf99dad619fa4c1.mp4
2013年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
2014年,https://txmov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4
2015年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2MTZfMF8z_b_B4851f43f5a2bc2871a9b0ec87294a6e7.mp4
2017年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
2018年,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
2019年,https://txmov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
2020年,https://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
2021年,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
2022年,https://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
1983年,https://vd2.bdstatic.com/mda-nmgf0aiczefpbjyv/360p/h264/1671273368681637465/mda-nmgf0aiczefpbjyv.mp4
1984年,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
1985年,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
1986年,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
1987年,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
1987年,http://50069.njc.svp.tencent-cloud.com/0bc3fuaaiaaavuaibgr5f5rfalodaqwqabaa.f10003.mp4
1988年,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
1989年,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
1991年,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664837540712798_hlshd15.m3u8
1993年,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
1994年,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
1995年,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
1997年,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
1999年,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
2000年,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8
2001年,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
2002年,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8
2004年,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8
2005年,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
2006年,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8
2007年,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
2008年,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8
2009年,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
2014年,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
2019年,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
2020年,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
2020年,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
2021年,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
2022年,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
2023年,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8

🌍书海,#genre#
天等台,http://219.159.147.195:9901/tsfile/live/1000_1.m3u8?key=txiptv
崇左综合,http://219.159.147.195:9901/tsfile/live/1001_1.m3u8?key=txiptv
广西卫视,http://219.159.147.195:9901/tsfile/live/1002_1.m3u8?key=txiptv
CCTV-2,http://219.159.147.195:9901/tsfile/live/1019_1.m3u8?key=txiptv
CCTV-3,http://219.159.147.195:9901/tsfile/live/1004_1.m3u8?key=txiptv
CCTV-4,http://219.159.147.195:9901/tsfile/live/1005_1.m3u8?key=txiptv
CCTV-5,http://219.159.147.195:9901/tsfile/live/1006_1.m3u8?key=txiptv
CCTV-6,http://219.159.147.195:9901/tsfile/live/1008_1.m3u8?key=txiptv
CCTV-7,http://219.159.147.195:9901/tsfile/live/1009_1.m3u8?key=txiptv
CCTV-8,http://219.159.147.195:9901/tsfile/live/1010_1.m3u8?key=txiptv
CCTV-9,http://219.159.147.195:9901/tsfile/live/1011_1.m3u8?key=txiptv
CCTV-12,http://219.159.147.195:9901/tsfile/live/1014_1.m3u8?key=txiptv
CCTV-新闻,http://219.159.147.195:9901/tsfile/live/1015_1.m3u8?key=txiptv
CCTV-少儿,http://219.159.147.195:9901/tsfile/live/1020_1.m3u8?key=txiptv
CCTV-音乐,http://219.159.147.195:9901/tsfile/live/1021_1.m3u8?key=txiptv
CCTV-17,http://219.159.147.195:9901/tsfile/live/1022_1.m3u8?key=txiptv
东方卫视,http://219.159.147.195:9901/tsfile/live/1023_1.m3u8?key=txiptv
北京卫视,http://219.159.147.195:9901/tsfile/live/1024_1.m3u8?key=txiptv
浙江卫视,http://219.159.147.195:9901/tsfile/live/1025_1.m3u8?key=txiptv
湖南卫视,http://219.159.147.195:9901/tsfile/live/1026_1.m3u8?key=txiptv
江苏卫视,http://219.159.147.195:9901/tsfile/live/1016_1.m3u8?key=txiptv
辽宁卫视,http://219.159.147.195:9901/tsfile/live/1017_1.m3u8?key=txiptv
广东卫视,http://219.159.147.195:9901/tsfile/live/1018_1.m3u8?key=txiptv
安徽卫视,http://219.159.147.195:9901/tsfile/live/1027_1.m3u8?key=txiptv
江西卫视,http://219.159.147.195:9901/tsfile/live/1028_1.m3u8?key=txiptv
山东卫视,http://219.159.147.195:9901/tsfile/live/1029_1.m3u8?key=txiptv
深圳卫视,http://219.159.147.195:9901/tsfile/live/1030_1.m3u8?key=txiptv
湖北卫视,http://219.159.147.195:9901/tsfile/live/1031_1.m3u8?key=txiptv
东南卫视,http://219.159.147.195:9901/tsfile/live/1032_1.m3u8?key=txiptv
四川卫视,http://219.159.147.195:9901/tsfile/live/1033_1.m3u8?key=txiptv
河南卫视,http://219.159.147.195:9901/tsfile/live/1034_1.m3u8?key=txiptv
河北卫视,http://219.159.147.195:9901/tsfile/live/1035_1.m3u8?key=txiptv
重庆卫视,http://219.159.147.195:9901/tsfile/live/1036_1.m3u8?key=txiptv
天津卫视,http://219.159.147.195:9901/tsfile/live/1037_1.m3u8?key=txiptv

VIP频道_1,#genre#
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
澳门莲花,http://php.jdshipin.com:8880/amlh.php
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
亚洲武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
中天亚洲,http://livetv.skycf.eu.org/live.m3u8?c=3
台视新闻,http://livetv.skycf.eu.org/live.m3u8?c=4
公视新闻,http://livetv.skycf.eu.org/live.m3u8?c=8
东森财经,http://livetv.skycf.eu.org/live.m3u8?c=14
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大戏剧,http://mywlkj.ddns.net:754/tv/tw3.php?id=4
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
三立戏剧,http://mywlkj.ddns.net:754/tv/tw3.php?id=6
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
八大综合,http://mywlkj.ddns.net:754/tv/tw3.php?id=14




中天新闻,http://news.666.hz.cz:2086/live.m3u8?c=1
中天新闻,http://194.87.101.118/live.m3u8?c=7
中天新闻,http://william8073.eu.org:9000/live.m3u8?c=4
本港台,http://113.64.145.224:8081/hls/135/index.m3u8
凤凰资讯高清,http://113.64.145.224:8081/hls/36/index.m3u8
凤凰卫视高清,http://113.64.145.224:8081/hls/37/index.m3u8
凤凰香港高清,http://113.64.145.224:8081/hls/38/index.m3u8
点掌财经,https://wsvideo.aniu.tv/live/aniu/playlist.m3u8
香港 卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
本港台,http://113.64.145.229:8081/hls/135/index.m3u8

无线新闻,http://137.175.30.127:9080/hls/inews.m3u8
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1.m3u8
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
J2,http://php.jdshipin.com:8880/smt.php?id=j2_twn
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn


TVB无线新闻台,http://66.165.240.154:8080/live/TVBwxxwt/hls.m3u8
TVB无线新闻台,http://zsntlqj.xicp.net:8896/bysid/83
TVB娱乐新闻台,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
TVB娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
TVB娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
TVB pearl sat,https://epg.pw/stream/646ab9165fd9d609642b55e9c72ff6f0eb5d017fa130683f9d877dda5841b307.ctv
TVB星河台,http://113.64.145.195:8081/hls/135/index.m3u8
TVB星河台,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB星河台,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/playlist.m3u8
TVB无线新闻台,http://zsntlqj.xicp.net:8896/bysid/83
星河频道,https://epg.pw/stream/180e5ec54c87920bfe91fae3b1febba13c6fe5b44045941a281f1104c992a925.m3u8
功夫台,https://epg.pw/stream/ae7ae839911a5250ce264da233b3af364f8fd6d37fce0eb36e7131a1adc1aca0.m3u8
娱乐新闻台,https://epg.pw/stream/b3b65ea63164e1a7818216f985f33ad1f4a1be264a8661e97baf145e231645db.m3u8
TVB娛樂新聞,https://epg.pw/stream/57737ed82a70288e90bca3ef3b9e7ed3e8b896445947908bd76d4ed3c4ba6c43.m3u8
Now TV,https://epg.pw/stream/81ec9764658d2129309abc59a41c69de1b6b50e66ca984d1c04e8bed7f5b448e.m3u8
Now TV,https://epg.pw/stream/d102b4ec7480bb04df22c7ee49b64d33408cd566f9f3245db56bf898a8a85a21.m3u8
香港衛視,https://epg.pw/stream/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv
香港衛視,https://epg.pw/stream/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv
